ID	Title	Abstract
72	Major transcriptomic differences are induced by warmer temperature conditions experienced during asexual and sexual reproduction in Fragaria vesca ecotypes	A major challenge for plants in a rapidly changing climate is to adapt to rising temperatures. Some plants adapt to temperature conditions by generating an epigenetic memory that can be transmitted both meiotically and mitotically. Such epigenetic memories may increase phenotypic variation to global warming and provide time for adaptation to occur through classical genetic selection. The goal of this study was to understand how warmer temperature conditions experienced during sexual and asexual reproduction affect the transcriptomes of different strawberry (Fragaria vesca) ecotypes. We let four European F. vesca ecotypes reproduce at two contrasting temperatures (18 and 28 degrees C), either asexually through stolon formation for several generations, or sexually by seeds (achenes). We then analyzed the transcriptome of unfolding leaves, with emphasis on differential expression of genes belonging to the epigenetic machinery. For asexually reproduced plants we found a general transcriptomic response to temperature conditions but for sexually reproduced plants we found less significant responses. We predicted several splicing isoforms for important genes (e.g. a SOC1, LHY, and SVP homolog), and found significantly more differentially presented splicing event variants following asexual vs. sexual reproduction. This difference could be due to the stochastic character of recombination during meiosis or to differential creation or erasure of epigenetic marks during embryogenesis and seed development. Strikingly, very few differentially expressed genes were shared between ecotypes, perhaps because ecotypes differ greatly both genetically and epigenetically. Genes related to the epigenetic machinery were predominantly upregulated at 28 degrees C during asexual reproduction but downregulated after sexual reproduction, indicating that temperature-induced change affects the epigenetic machinery differently during the two types of reproduction.
73	Changes to volatile profiles of arborvitae, Thuja occidentalis, from drought and insect infestation: olfactory cues for the cypress bark beetle, Phloeosinus aubei	The cypress bark beetle, Phloeosinus aubei (Coleoptera, Curculionidae, Scolytinae) prefers to build breeding galleries in decaying host trees. However, volatile cues specific to decaying or actively infested trees have not yet been reported. Any such information would be useful for the management of this invasive, wood-boring species that has become established across Europe in the temperate zone and is now a key pest of ornamental Cupressaceae in nurseries and urban landscapes. Our objective was to reveal key components in host volatiles specific to stressed trees, which could be potential signals for the pest of its suitability for colonisation. Volatile profiles of arborvitae, Thuja occidentalis 'Smaragd' suffering from either dehydration or fresh infestation of P. aubei was collected and compared to that samples from healthy control trees. Analyses of volatiles by gas chromatography coupled to an electroantennographic detector revealed substantial differences between healthy, dehydrated and infested trees. Structural elucidation of the major antennally active components revealed that both a-pinene and a-thujene were prevalent in the volatiles of infested trees, whilst a-thujone was the major component in volatiles of healthy trees. In volatiles collected from trunks housing fresh P. aubei female nuptial chambers, sharp increases of beta-pinene, myrcene, limonene, and p-cymene were noticed, alongside trace amounts of camphene and fenchene. Volatiles collected from fresh frass showed a similar profile, but with a somewhat smaller amount of limonene. Fenchone was present in each type of volatiles, however, only in low amounts. Further studies should be directed to reveal the behavioural role of these components, which could be helpful in developing kairomone-based techniques for monitoring the flight of the pest in stands of scale-leafed trees.
74	Traditional herbal drugs against liver diseases - experimented in vitro using HepG2 cells for induced steatosis	Salvia fruticosa leaves, Malva sylvestris flowers, Taraxacum officinale aerial parts, Plantago ovata seeds, Tanacetum parthenium aerial parts, and Allium sativum bulbs are documented for traditional use against hepatic disorders and different liver diseases. To evaluate herbal drug material for potential use against liver diseases, at molecular level for the efficacy linked to ethnobotanical documented data. Different herbal extracts were prepared and standardized by HPLC, according to European Pharmacopoeia. Initially 0.25 mg/mL each standardized extract was applied to oleic+palmitic acid induced fatty liver using a HepG2 cell culture model. ALT, AST, GSH, and MDA levels were comparatively analyzed, in addition to cell Nil Red staining. The highest activity for MDA reduction was observed for the A. sativum extract at 48.2% level, followed by 36.4% for M. sylvestris, and S. fruticosa extracts with 27.3% reduction, respectively. Glutathione levels increased to 59.1% when A. sativum extract was applied. M. sylvestris extract increased the glutathione levels in the medium by 49.7%; S. fruticosa extract decreased ALT levels by 53.5% and M. sylvestris extract by 38.5%, whereas the standard resveratrol reduced ALT level by 30.9%, respectively. The AST levels for M. sylvestris extract was 46.5%, compared to resveratrol by 93%. A. sativum, M. sylvestris, and S. fruticosa standard extracts showed relatively good correlation and activity where further in vivo studies should be performed.
75	First report of canna yellow streak virus in Iran	Canna indica (canna) a species in the Cannaceae family, is a perennial ornamental plant widely used in landscape designing. Different species of plant viruses have been reported which infect this plant and act as a significant threat to canna plants, leading to a range of symptoms and a decrease in their decorative values, as well as lower quality propagated materials and significant financial losses. Canna cultivars that are extensively cultivated for their ornamental values are susceptible to a recently discovered Potyvirus known as canna yellow streak virus (CaYSV). This virus has infected many canna cultivars found in gardens, leading to significant impact and concern in horticultural settings. During a survey conducted in the summer of 2022, severe veinal chlorosis and veinal streaking symptoms were observed on the leaves of canna plants in the green space of Yazd City, Iran. Total genomic RNA was extracted from symptomatic leaves of 20 canna samples and one symptomless sample (negative control), and subjected to RT-PCR using a Potyvirus degenerate primer pair (NIb3R, NIb2F). RT-PCR resulted in the amplification of a DNA fragment with the expected size of approximately 350 bp in all of the symptomatic samples, whereas no DNA fragment was obtained from a symptomless plant. The amplified DNA fragment was subjected to the Sanger sequencing method, and its size was confirmed to be exactly 350 bp. Sequence analysis of the nucleotide sequence of this amplicon with the same region of other corresponding CaYSV isolates in the GenBank revealed that the Iranian CaYSV isolate was the most similar (99.05%) to an isolate from Russia (Acc. No. MG_545919.1) and the less similar (89.59%) to a CaYSV isolate from United Kingdom (Acc. No. EF_466139.1).
76	Same, same, but different: drought and salinity affect BVOC emission rate and alter blend composition of urban trees	Drought and salt are key abiotic stressors in temperate cities. Biogenic volatile organic compound (BVOC) emissions, often dominated by trees, influence the urban troposphere and mediate plant-plant and plant-insect interactions. While knowledge on constitutive BVOC emissions is increasing, modulation of blends by stress has yet received little attention. We thus investigated BVOC blends and herbivore-related subsets ('bouquets') of Quercus robur, Fagus sylvatica, Betula pendula and Carpinus betulus seedlings under control, and after 2-weeks of drought and salt stress using PTR-Tof-MS. 22 BVOCs were related to metabolic pathways, and changes among blends and bouquets were assessed. Drought led to a slight increase of isoprene and monoterpene emissions from Q. robur and F. sylvatica, respectively, while total non-isoprene emissions generally declined under water stress. Both drought and salinity led to distinct, species-specific changes in the emission rates of single BVOCs, and resulted in markedly different herbivore-related bouquets in F. sylvatica and C. betulus. Oxygenated VOCs and green leaf volatiles in particular increased in these two salt-sensitive species, while pathway-specific effects were less clear under drought. Findings indicate significant consequences of common urban stressors on BVOC emission spectra, including tropospheric ozone formation and severely hampered plant communication cues under stress.
77	Severe dieback and mortality of wild olive trees associated with Phytophthora species in Italy	In March 2022, extensive dieback and mortality of wild olive trees (Olea europaea var. sylvestris) were observed in an area of approximately 200 hectares located in central Sardinia, Italy. The affected trees exhibited severe symptoms, including leaf chlorosis, wilting, defoliation of the entire crown and root rot. Many of the trees displayed necrotic lesions on their feeder roots. The estimated tree mortality in the affected area was approximately 60%, with an 80% disease incidence. To investigate the cause of this dieback and mortality, soil samples were collected from the rhizosphere of 16 unhealthy wild olive trees. A baiting technique was employed using fresh Ceratonia siliqua leaves as bait. Additionally, isolations were made by plating small fragments of root phloem tissue from lesion margins onto Phytophthora selective medium (SMA). The analysis consistently revealed the presence of a homothallic Phytophthora species in 14 of the sampled trees. An additional Phytophthora species was detected in the rhizosphere of 4 diseased trees. Further characterization of the Phytophthora species involved DNA sequencing of the ITS and cox1 genes. The obtained sequences showed a high degree of identity (99-100%) with sequences of ex-type cultures of P. bilorbang (CBS131653) and P. pseudocryptogea (CBS139749). To confirm the pathogenicity of both Phytophthora species, inoculation experiments were conducted using 6-month-old wild olive seedlings and the soil infestation method. Three weeks after inoculation with P. bilorbang and P. pseudocryptogea, all seedlings displayed symptoms of wilting and dieback. Additionally, the fine root weight of inoculated plants was significantly reduced compared to non-inoculated controls. Both Phytophthora species was subsequently re-isolated from the necrotic roots of inoculated seedlings, satisfying Koch's postulates. This is thought to be the first report of P. bilorbang on wild olive worldwide.
78	Morpho-physiological effects of irrigation with saline water in Ex vitro plants of Juglans regia 'Sorrento'	Soil salinization is a global problem limiting growth and economical yield in fruit species including walnut. Knowledge of the response of varieties and cultivars to salinity can represent an important contribution to future walnut plantation in areas affected by soil salinization. Juglans regia 'Sorrento' is a commercially important Italian variety. The present work aimed to explore the morpho-physiological response to NaCl-induced stress in 'Sorrento' plants using clonally propagated ex vitro plantlets to reduce the impact of genetic variation. Ex vitro acclimatized plants were exposed to salinity conditions by irrigating pot soil with half-strength Hoagland solution containing 100 mM NaCl for 20 days. Salt-induced effects on plant growth, chlorophyll and carotenoid content, osmolality, membrane injury and on activities of antioxidant enzymes catalase and guaiacol peroxidase (G-POD) in leaves were evaluated. Morphological and growth parameters were not significantly altered by salt stress with respect to the control. Slight differences in leaf necrosis and absence of injury in the membranes, stable content of photosynthetic pigments, and an increase in G-POD activity were also found in salt-treated plants. These results collectively suggest that 'Sorrento' has potential for the cultivation in salinized environments.
79	Masting increases seedling recruitment near and far: predator satiation and improved dispersal in a fleshy-fruited tree	The animal dispersal hypothesis predicts that mast seeding can increase dispersal rate of seeds by dispersers and enhance reproductive success of plants. However, in contrast to pollination efficiency and predator satiation hypothesis, the animal dispersal hypothesis has received mixed support. Using 12-year data on fruit production and seedling recruitment of a fleshy-fruited tree rowan (Sorbus aucuparia, Rosaceae), we tested if an increase in the fruit production at the population level results in higher proportion of fruits recruiting into seedlings. Recruitment was recorded near (under rowans) and far (under heterospecifics) from conspecifics. Higher recruitment rates under rowans would support predator satiation hypothesis. Higher recruitment rates under heterospecific trees, where fruits can only arrive with animal assistance, would support animal dispersal hypothesis. High population-level fruit production increased the proportion of fruits recruiting into seedlings both near and far from rowans. In contrast, high individual-level fruit production did not have a positive effect on the proportion of fruits recruiting into seedlings. Synthesis. Population-level synchronisation of fruit production is required to generate a more effective plant regeneration. Our findings show that masting enhances seedling recruitment through predator satiation and increased seed dispersal by frugivores. The results provide support for both animal dispersal and predator satiation hypotheses indicating that both mechanisms can operate simultaneously.
80	Possibilities of increasing biodiversity in the genus Elaeagnus L. during reproduction by soft cuttings	In this article, for the first time in Russia, the reproduction results of four species of the genus Elaeagnus L. by soft cuttings are presented comparatively. The promising genus of Elaeagnus L. have been identified in terms of fruiting and ornamentally. Their reproduction methods by soft cuttings with growth regulators, which make it possible to obtain high-quality seedlings for planting plantations, have been studied. Experiments on reproduction by soft cuttings were carried out in 2018 - 2020 on the territory of the Fruit Station of the RSAU-Moscow Agricultural Academy, named after K.A. Timiryazev. The cuttings were treated with three different growth regulators, stimulants of root formation (IMA-indolylbutyric acid), GHC-hydroxycinnamic acid (Zircon), and BCI + GGA (Universal rooting agent) and water was used as a control. The obtained results were processed by analysis of variance, as a result of which the morphological variability of rooted soft cuttings was revealed when treated with growth and development regulators. It was found that the genotype and stimulants significantly affect the average length and number of roots, the growth of shoots, their number, and the number of leaves on the shoot. The most effective was the growth and development regulator GKK + IMC. The results obtained make it possible to increase the biodiversity of valuable genotypes of the genus Elaeagnus L.
81	Bryophytes of Europe Traits (BET) data set: a fundamental tool for ecological studies	Bryophytes are a diverse group of organisms with unique properties, yet they are severely underrepresented in plant trait databases. Building on the recently published European Red List of bryophytes and previous trait compilations, we present the Bryophytes of Europe Traits (BET) data set, including biological traits such as those related to life history, growth habit, sexual and vegetative reproduction; ecological traits such as indicator values, substrate and habitat; and bioclimatic variables based on the species' European range. The data set includes values for 65 traits and 25 bioclimatic variables, containing more than 135,000 trait values with a completeness of 82.7% on average. The data set will enable future studies in bryophyte biology, ecology and conservation, and may help to answer fundamental questions in bryology.
82	Tarenaya cultivars: genome size and genetic diversity	The spider flower, Tarenaya hassleriana (syn. Cleome spinosa), belongs to the family Cleomaceae, that originates in South America and is used as ornamental plant. Cultivar series were bred on a small scale, but showed low morphological diversity. The used gene pool and the hybridization steps carried out are largely unknown, but it is assumed that T. hassleriana was involved. Therefore, genome size as well as morphological and genetic diversity of seven generatively and ten vegetatively propagated cultivars were determined. Also T. boliviensis was included in the study. A field trial performed in 2021 at the Saxon State Office for Environment, Agriculture and Geology in Dresden, Germany, showed better flowering performance and overall impression for vegetatively propagated in comparison to the seed-propagated cultivars. To estimate the genetic distance, 168 individual bands from RAPD/dpRAPD analysis provided a clear distinction between T. boliviensis and the cultivars as well as between the groups of vegetatively and seed-propagated cultivars. Within the cultivar groups the genetic variation was found to be highly reduced. Three biological replicates of leaves and petals were measured with the flow cytometer CytoFLEX (Beckman Coulter). The 2C DNA contents were calculated using the internal standard tomato 'Stupicke' and the software CytExpert 2.3. Mean 2C values could be distinguished into two main groups. Group 1 varied from 0.64 to 0.67 pg and included all generatively and three vegetatively propagated cultivars. Group 2 varied from 0.92 to 1.01 pg and consisted of seven cultivars and T. boliviensis. These results support further breeding and the enhancement of variability of ornamental Tarenaya.
83	Compatibility of interspecific hybridization between tulip cultivars and wild species native to China	Interspecific hybridization is an important means of breeding new cultivars with novel characteristics introduced from their parents. The interspecific hybridization was carried out between five tulip cultivars 'Heart of Poland', 'Golden Parade', 'Purple Dream', 'Crystal Star', 'Bolroyal Dream' and wild specie Tulipa altaica. In five combinations, the compatibility was observed including pollen germinability, stigma receptivity, fruit-setting, hybrid seed germination and bulblet formation in this paper. The results showed that T. altaica has the highest germination rate (69.58%) compared with any other parents. The highest stigmatic receptivity of five female cultivars was recorded on 10:00 am one day after flowering. The crosses of 'Heart of Poland' x T. altaica and 'Bolroyal Dream' x T. altaica displayed a higher percentage of fruit setting with 79.32 and 82.23%, respectively. A total of 698 hybrid seeds were obtained from interspecific hybridization combinations, including 'Heart of Poland' x T. altaica, 'Purple dream' x T. altaica and 'Bolroyal Dream' x T. altaica. In contrast, other two crosses were completely unsuccessful when 'Golden Parade' and 'Crystal Star' were used as female parents. The higher rates of seed germination and bulblet formation were recorded in two crosses with 63.45 and 55.63% in 'Heart of Poland' x T. altaica, 58.35 and 61.88% in 'Bolroyal Dream' x T. altaica. The results of this paper could provide some useful information about the interspecific cross between T. altaica and tulip cultivars.
84	Flower morphology and biometrical aspects in rolB and ORF13a Kalanchoe blossfeldiana 'Molly' lines	Kalanchoe blossfeldiana and its derived hybrids comprise one of the most important potted plants in Europe and ranks first in Denmark's best-selling ornamental species. There is a strong market for Kalanchoe and consumers have an increasing demand for novelty and high quality of Kalanchoe products. At the same time, the flower morphology plays a crucial role in the breeding of new varieties. Breeding new traits using natural transformation with Rhizobium rhizogenes successfully introduced compact growth in Kalanchoe by introgression of transfer-DNA fragments of the root-inducing (Ri) plasmid into plants during bacterial infection. However, the role and function of individual root oncogenic loci (rol)-genes and open reading frames (ORFs) from R. rhizogenes basically remains unclear. This work aimed at investigating the effect of individual constructs overexpressing rolB and ORF13a in K. blossfeldiana 'Molly' by assessing biometrical and flower morphology features. Plants transformed with rolB and ORF13a had 30 and 37% lower height compared to wild type (WT), respectively 90 days after propagation. The rolB line plant diameter exhibited a reduction of 25% while ORF13a was 34% reduced in comparison to WT. Additionally, the leaf number of rolB and ORF13a was reduced to 40% less in comparison to WT. Moreover, the flower morphology of rolB and ORF13a showed markedly distinct flower shape compared to the WT. The transgenic lines exhibited lobose corollas, where the four petals were fan-shaped. In addition, the edges of petals from transgenic lines were not smooth as WT, presenting curly and irregular edges. Therefore, transformation with the single constructs of rolB and ORF13a resulted in different compactness levels between the transgenic lines of K. blossfeldiana 'Molly', demonstrating that unexplored ORFs could also present a novel genetic pool in terms of dwarfed phenotypes.
85	Induced drought affects morphological and eco-physiological response of Mediterranean wild roses	Water scarcity for the irrigation of ornamental crops is a typical phenomenon of nursery activities in the south Mediterranean districts and has frequently detrimental effects on plant growth, yield and quality. Wild roses are generally hardy plants with high ornamental potentialities and possible tolerance to the main abiotic stresses typical of their native environments. Therefore, a greenhouse experiment was carried out with the aim to evaluate growing and qualitative response of two Sicilian rose species to increasing deficit irrigation. Rooted-cuttings plants of Rosa canina L. and R. sempervirens L. were grown in 4-L plastic containers under drought stress induced by progressively reducing the irrigation volumes (900, 600 and 300 mL plant<sup>-1</sup>) during each irrigation. Morphological and eco-physiological parameters were measured throughout the experiment. Increasing irrigation deficit resulted in a decrease of plant growth (at canopy and root level), ornamental effect, biomass yield and partitioning, stem water potential, leaf net photosynthesis and transpiration; this behavior was more evident in R. canina than in R. sempervirens potted plants. The identification of wild roses tolerant to moderate drought may allow to use them for ornamental nursery production and for landscaping in south Mediterranean areas often characterized by a low availability of the irrigation water.
86	How the physical properties of the leaves of common plants affect dependent acoustic characterization in urban areas of Istanbul, Turkey	To date, several ecological studies have addressed the influences of environmental noise. However, fundamental studies on noise reduction depending on the acoustic characterization of natural materials are still lacking. The present study quantitatively evaluates experimental data on sound absorption and attenuation of untreated plant leaves commonly found in urban areas. The leaves of English Ivy (Hedera helix L.), Horse Chestnut (Aesculus hippocastanum L.), Hortensia (Hydrangea macrophylla (Thunb.) Ser.), Japanese Privet (Ligustrum japonicum Thunb.), Laurel (Laurus nobilis L.), Linden (Tilia tomentosa Moench), Magnolia (Magnolia grandiflora L.), Osmanthus (Osmanthus heterophyllus (G. Don) P.S. Green), Plane Tree (Platanus orientalis L.), and Cherry Laurel (Prunus laurocerasus L.) were collected from branches of healthy plants grown under identical climate and soil conditions. To acoustically characterize plant leaves, impedance tube and pulse-echo techniques were used to experimentally determine the normal incidence sound absorption coefficient (SAC), speed of sound and sound attenuation coefficient (SC) values, respectively. In addition, as more effective numerical outputs, the normalized SAC (SAC') and normalized NRC (NRC') values were calculated by empirical modelling. As a statistical approach, multiple regression was also conducted to predict the dependent acoustic variables based on the independent physical parameters of the samples.
87	Effects of species and varietal differences on intergeneric cross-compatibility between apple and pear	Hybridization across species and genus has been utilized to improve agriculturally important traits in crops. These interspecific and intergeneric hybridizations are often inhibited by reproductive barriers at the prezygotic and postzygotic stages. In this study, we used intergeneric hybridization between apple and pear to investigate the effects of species and varietal differences on pollen tube growth, seed germination, and seedling survival in a wide range of germplasms . In apple pistils pollinated by pears, inferior pollen tube growth was often observed for European pear cultivars, whereas hybrid seedlings derived from a cross between apple and European pear showed higher survival rate. In contrast, Japanese pear and Chinese pear pollination resulted in higher fruit setting which likely resulted from a higher rate of compatible pistils but a lower rate of seedling survival. Our results suggest the presence of both prezygotic and postzygotic barriers that occur independently in different crossing combinations. We also developed a Cleaved Amplified Polymorphic Sequence marker for detecting intergeneric hybrids derived from a wide range of crosses between apples and pears. The results of the present study will help in the development of intergeneric hybrids between apple and pear for introducing valuable traits from a diverse gene pool.
88	Investigating the effects of fish effluents as organic fertilisers on onion (Allium cepa) yield, soil nutrients, and soil microbiome	Although waste waters from aquaculture farms, known as fish effluents, have been shown to be a viable source of nutrients for crop production, their use is not permitted in organic production under the current European regulatory framework, Council Regulation (EU) 2018/848. In contrast, the use of livestock manure as fertiliser is allowed and indeed encouraged. In this work we tested the effects of two types of fish effluents - filtered and unfiltered fish waters - from an aquaponic system on the yield of onions (Allium cepa) and the soil nutrients and microbiome, compared with a fertilisation regime using composted horse manure. Soil fertility was enhanced by the addition of fish effluents, in particular in the soil treated with unfiltered fish water or sludge, which resulted in the soil with the highest nitrate content. Fertilisation with fish water and aerobically treated fish sludge resulted in higher yields than the manure, performing the best in all growth and yield measurements. The bulb weight and bulb diameter in the onions fertilised with manure were 102.43 g +or- 7.26 and 61 mm +or- 2.05 respectively, the ones fertilised with filtered fish effluents were 126 g +or- 6.64 and 66.52 mm +or- 2.17, and the ones fertilised with filtered (fish water) and unfiltered (sludge) fish effluents were 133.32 g +or- 6.86 and 67.66 mm +or- 1.81. The horse manure significantly affected the microbial community structure of the soil, resulting in a higher species diversity compared with the fish effluents, with the most predominant genus types being Flavobacterium, Pseudarthrobacter, Sphingomonas, Massilia, Nitrososphaera, Pseudomonas and Nocardioides. However, the microbial activity in the soil with fish effluents was also significant, which indicates that the soil treated in this way can be considered a 'living soil', as required for organic certification in the EU. Overall, the results confirm the findings of previous studies on the effectiveness of fish effluents as fertilisers, and highlight the superior performance of fish effluents compared with a livestock manure, thus directly questioning the prohibition on using fish effluents in organic agriculture.
89	Comparison of the biomass and dendrometric parameters of Norway spruce with its different representations in young stands at lower altitudes in the Czech Republic	"In forestry, it is still common to plant the seedlings of and cultivate Norway spruce (Picea abies L. Karst) at lower altitudes; however, the climatic change that has been occurring increases evaporative demands in these areas. As a result, the spruce evidently suffers from drought, withers and loses its power to grow, thus, influencing stem thickness and tree-height growth, as well as biomass production. Therefore, the growth and biomass production of young (5-, 15- and 25-year-old) Norway spruce stands at these altitudes (i.e., from 200 to 500 m a.s.l.) was surveyed, as a case study, across the Training Forest Enterprise ""Masaryk Forest"" Krtiny. There, 48 stands with a varied representation of spruce (i.e., up to 30%, 31%-60%, 61%-90% and over 91%) were analyzed. In each stand, 12 trees were sampled across all social status classes (i.e., sub-dominant, co-dominant and dominant) in detail. Basic dendrometric parameters (such as the total tree height, height of the crown base and stem diameter at breast height) and the amount of the above-ground tree organ biomass (i.e., stem, branches and needles) were investigated. Based on the trends found in the biomass production here and climate change predictions, we recommend that Norway spruce be cultivated only in zones from an altitude of ca 400 m a.s.l., with an annual precipitation of 700 mm and an average annual temperature of 7 degrees C, and its percentage representation in the stand be no more than 30%."
90	Transgenerational effects of water limitation on reproductive mother plants in a common garden of the shrub Frangula alnus	A better understanding of responses to water limitation in woody species can help us to cope with the consequences of the progressing climate change. We focused on the putative transgenerational effects of water limitation in the maternal environment during reproduction. Water was restricted for cuttings of Frangula alnus Mill. in a common garden setting, with a Belgian (local), Italian and Swedish provenance, during the growing season of 2020 and mature berries were collected during the whole reproductive phase. Stones that were extracted from the berries were given a cold stratification. In the next spring, the germination percentage of the stones from the water restricted maternal environment was significantly higher than that of the stones from the normal maternal environment, for the three provenances, notwithstanding the fact that stone weight was not different. The timing of seedling emergence was advanced for the water-limited maternal environment, but only for the stones harvested when mature berry production was the highest (9th and 16th of July 2020). Population differentiation was observed for the timing of seedling emergence, which reflected population differentiation for bud burst of the mother plants in the common garden, including a counter-gradient effect for the Swedish provenance, and corroborating the suggestion that the timing of seedling emergence and leaf phenology may have a common genetic basis. In addition, the Swedish provenance displayed a somewhat more stable germination percentage over the whole berry collection period when the stones were harvested. A partitioning of variance analysis suggested that germination percentage is more genetically determined than timing of seedling emergence, probably reflecting the more important need to sense the environment for an adequate timing of emergence.
91	Invasive plants and agri-food waste extracts as sustainable alternatives for the pre-emergence urban weed control in Portugal central region	The continued use of synthetic herbicides to control weeds leads to environmental pollution and health issues. Consequently, chemical formulations have been increasingly banned. However, sustainable solutions are lacking in the market. Alternatively, valorisation of phytotoxic waste to reduce the herbicides use promotes sustainability, meeting circular economy. We aimed at assessing the herbicidal potential of aqueous extracts of waste from the management of invasive plants (Acacia dealbata bark, Oxalis pes-caprae biomass) and agri-food (spent coffee grounds) on common urban weeds (Achillea ageratum, Conyza canadensis and Dittrichia viscosa) in Portugal. In vitro (paper and soil) and pot assays (soil) were conducted to test the pre-emergence (germination and seedlings) and post-emergence (well-stablished plants) effect of waste extracts on these weeds. Extracts reduced pre-emergence performance of weeds, but marginally affected post-emergence parameters. Germination was inhibited up to 83% by O. pes-caprae in A. ageratum, up to 88% and 87% by A. dealbata and O. pes-caprae in C. canadensis, and up to 70% by concentration in D. viscosa. A. dealbata and O. pes-caprae extracts also drastically reduced radicle length (30% and 55% in A. ageratum, 77% and 81% in C. canadensis, 90% and 92% in D. viscosa, respectively). However, soil neutralized the inhibitory pre-emergence effect. The main findings highlight that the use of A. dealbata and O. pes-caprae extracts as bioherbicides may require an additional synthetic herbicides application, as extracts alone cannot fully control urban weeds in areas without soil. Combining bioherbicides and commercial formulations still reduces the application of toxic chemicals, promoting sustainability.
92	Effect of bioslurry effluent on seedling growth of Swiss chard (Beta vulgaris L.)	Glasshouse experiments to evaluate the effect of bioslurry effluent on seedling growth of Swiss chard (Beta vulgaris L) were conducted in summer 2017 and winter 2018 at Dohne Agriculture Development Institute, Stutterheim, Eastern Cape, South Africa. Two cultivars of Swiss chard, Star 1801 and Fordhook giant, were planted in 200 cavity trays using a hygromix commercial growing medium incorporated with fertilizer treatments at different rates of bioslurry: no incorporation (control), 50% bioslurry, 100% bioslurry, 200% bioslurry and the recommended rate of 2:3:4 (30) NPK fertilizers. In the glasshouse the experiments were arranged in a randomized complete block design (RCBD) which was replicated three times. At four weeks after germination, ten (10) seedlings per treatment were destructively sampled randomly to determine the plant growth and biological mass parameters: (i) Seedling height, shoot and root height; (ii) Seedling mass; (iii) Fresh shoot and fresh root mass as well as their dry mass; (iv) Nutrient content of leaves. The results indicated that fertilization with 100%Bioslurry produced significantly taller seedlings and shoot height, while the shortest seedlings were obtained from the recommended inorganic fertilizer. Fertilization with 200%Bioslurry and the control treatment produced significantly higher biological yield compared to other treatments. The interaction between fertilizer treatments, cultivar and season indicated that summer season performed better compared to winter in seedling growth and development, and Fordhook giant fertilized with 100% and 200% bioslurry was superior compared to Star 1801. Fertilization with 50% bioslurry resulted in seedlings with higher sodium, while the seedlings grown in the control treatment showed higher copper content. The highest manganese was obtained from the seedlings fertilized with the inorganic fertilizer. It is therefore, concluded that fertilization with bioslurry at 100% and 200% bioslurry application rates enhanced the growth and quality of Swiss chard seedlings.
93	Identification and management of Tomato brown rugose fruit virus in greenhouses in Mexico	Tomato brown rugose fruit virus (ToBRFV) has become a cause of great concern in the global tomato agro-industry since its first report in Israel in 2014. Global tomato production is affected by ToBRFV, and management practices are being evaluated. We tested seed lots from international producers as well as greenhouse substrates and water wells as possible sources of virus contamination. We identified a second introduction of ToBRFV in Mexico by a strain closely resembling isolates from the Netherlands and the Middle East. ToBRFV was detected by RT-PCR in seed coats and epicotyls (from commercial seeds and seedlings obtained from infected tomato plants), indicating a transmission rate of 9%. Virus-like particles (VLPs) were found in wells used for irrigation in greenhouses, but these exhibited low infectivity. These findings suggest that water sources could serve as ToBRFV reservoirs. We evaluated four chemical and six thermal methods for sanitizing substrates, plasticware, and other greenhouse utensils, using detached leaf bioassays in Nicotiana rustica. The most effective chemical sanitization method was treatment with glutaraldehyde plus quaternary ammonium salts and pentapotassium salts. The most effective heat treatment was at 92 degrees C for 30 minutes, which inactivated the virus. Tomato producers could implement these sanitization methods to control ToBRFV.
94	Canadian Plant Disease Survey 2023 volume 103: disease highlights 2022	Diseases of berry, vegetable, ornamental nursery and landscape plants in south coastal British Columbia submitted to Elmhirst Diagnostics & Research in 2022 and causal agents are listed. In April - May, cold, wet soils led to nutrient deficiency symptoms on foliage and cool, rainy weather through June led to high levels of botrytis in berries and many other crops. This was followed by hot, dry weather from July-September causing heat and drought stress on many crops and landscape plants. Powdery mildew was severe on many nursery and landscape plants, such as big-leaf maple (Acer macrophyllum). No significant new diseases were observed.
